Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
MS,Television,MS|Television,41.00,16.00,1.00,1.00,23.00,39%,1.44,23,1.44,3,0.13,2,0.09,12,12,0.75,0.75,0,0,0,0,1,1,0.06,0.06
MT,Television,MT|Television,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MV,Television,MV|Television,41.00,41.00,3.00,2.00,247.00,100%,6.02,123.5,3.01,434,1.76,37,0.15,365,182.5,8.9,4.45,17,8.5,0.41,0.21,13,6.5,0.32,0.16
MX,Television,MX|Television,41.00,41.00,419.00,396.00,114381.00,100%,"2,789.78",288.84,7.04,"61,184",0.53,"35,155",0.31,"80,410",203.06,"1,961.22",4.95,"9,466",23.9,230.88,0.58,"7,651",19.32,186.61,0.47
MY,Television,MY|Television,41.00,41.00,15.00,11.00,2661.00,100%,64.9,241.91,5.9,62,0.02,"1,566",0.59,93,8.45,2.27,0.21,1,0.09,0.02,0,25,2.27,0.61,0.06
NG,Television,NG|Television,41.00,41.00,31.00,31.00,7308.00,100%,178.24,235.74,5.75,"2,705",0.37,"3,581",0.49,"2,846",91.81,69.41,2.24,48,1.55,1.17,0.04,193,6.23,4.71,0.15
NL,Television,NL|Television,41.00,41.00,193.00,152.00,31564.00,100%,769.85,207.66,5.06,"6,723",0.21,"7,255",0.23,"18,997",124.98,463.34,3.05,558,3.67,13.61,0.09,837,5.51,20.41,0.13
NO,Television,NO|Television,41.00,18.00,4.00,3.00,20.00,44%,1.11,6.67,0.37,3,0.15,34,1.7,3,1,0.17,0.06,0,0,0,0,1,0.33,0.06,0.02
NZ,Television,NZ|Television,41.00,41.00,42.00,37.00,3757.00,100%,91.63,101.54,2.48,939,0.25,738,0.2,"3,047",82.35,74.32,2.01,95,2.57,2.32,0.06,72,1.95,1.76,0.05
OM,Television,OM|Television,41.00,41.00,4.00,4.00,669.00,100%,16.32,167.25,4.08,82,0.12,450,0.67,414,103.5,10.1,2.52,110,27.5,2.68,0.67,25,6.25,0.61,0.15
PA,Television,PA|Television,41.00,41.00,26.00,17.00,14011.00,100%,341.73,824.18,20.1,"4,837",0.35,261,0.02,"12,015",706.76,293.05,17.24,99,5.82,2.41,0.14,"1,921",113,46.85,2.76
PE,Television,PE|Television,41.00,41.00,12.00,12.00,9576.00,100%,233.56,798,19.46,"6,780",0.71,57,0.01,"10,344",862,252.29,21.02,68,5.67,1.66,0.14,807,67.25,19.68,1.64
PF,Television,PF|Television,41.00,3.00,1.00,1.00,3.00,7%,1,3,1,0,0,1,0.33,0,0,0,0,1,1,0.33,0.33,0,0,0,0
PH,Television,PH|Television,41.00,41.00,16.00,15.00,7951.00,100%,193.93,530.07,12.93,"2,645",0.33,382,0.05,"4,100",273.33,100,6.67,26,1.73,0.63,0.04,178,11.87,4.34,0.29
PK,Television,PK|Television,41.00,41.00,3.00,3.00,3154.00,100%,76.93,"1,051.33",25.64,236,0.07,11,0,"1,947",649,47.49,15.83,0,0,0,0,4,1.33,0.1,0.03
PL,Television,PL|Television,41.00,41.00,4.00,3.00,684.00,100%,16.68,228,5.56,14,0.02,40,0.06,534,178,13.02,4.34,80,26.67,1.95,0.65,20,6.67,0.49,0.16
PR,Television,PR|Television,41.00,30.00,4.00,3.00,78.00,73%,2.6,26,0.87,192,2.46,5,0.06,85,28.33,2.83,0.94,12,4,0.4,0.13,3,1,0.1,0.03
PS,Television,PS|Television,41.00,40.00,1.00,0.00,1531.00,98%,38.28,0,0,0,0,0,0,737,0,18.43,0,0,0,0,0,23,0,0.58,0
PT,Television,PT|Television,41.00,41.00,33.00,26.00,10765.00,100%,262.56,414.04,10.1,793,0.07,637,0.06,"7,512",288.92,183.22,7.05,56,2.15,1.37,0.05,26,1,0.63,0.02
PY,Television,PY|Television,41.00,41.00,9.00,9.00,7153.00,100%,174.46,794.78,19.38,"4,448",0.62,373,0.05,"7,182",798,175.17,19.46,80,8.89,1.95,0.22,657,73,16.02,1.78
QA,Television,QA|Television,41.00,41.00,10.00,9.00,6841.00,100%,166.85,760.11,18.54,"1,061",0.16,348,0.05,"3,997",444.11,97.49,10.83,77,8.56,1.88,0.21,253,28.11,6.17,0.69
RO,Television,RO|Television,41.00,5.00,3.00,2.00,5.00,12%,1,2.5,0.5,0,0,0,0,4,2,0.8,0.4,0,0,0,0,0,0,0,0
RS,Television,RS|Television,41.00,33.00,3.00,2.00,75.00,80%,2.27,37.5,1.14,158,2.11,2,0.03,198,99,6,3,0,0,0,0,2,1,0.06,0.03
RU,Television,RU|Television,41.00,41.00,68.00,57.00,27880.00,100%,680,489.12,11.93,"2,872",0.1,"1,152",0.04,"17,291",303.35,421.73,7.4,425,7.46,10.37,0.18,453,7.95,11.05,0.19
SA,Television,SA|Television,41.00,41.00,95.00,72.00,25199.00,100%,614.61,349.99,8.54,"12,601",0.5,"3,181",0.13,"17,160",238.33,418.54,5.81,114,1.58,2.78,0.04,862,11.97,21.02,0.29
SE,Television,SE|Television,41.00,41.00,6.00,6.00,285.00,100%,6.95,47.5,1.16,89,0.31,455,1.6,197,32.83,4.8,0.8,50,8.33,1.22,0.2,22,3.67,0.54,0.09
SG,Television,SG|Television,41.00,41.00,13.00,12.00,817.00,100%,19.93,68.08,1.66,418,0.51,267,0.33,643,53.58,15.68,1.31,76,6.33,1.85,0.15,34,2.83,0.83,0.07
SN,Television,SN|Television,41.00,33.00,1.00,1.00,403.00,80%,12.21,403,12.21,20,0.05,57,0.14,62,62,1.88,1.88,0,0,0,0,15,15,0.45,0.45
SV,Television,SV|Television,41.00,13.00,1.00,1.00,18.00,32%,1.38,18,1.38,4,0.22,5,0.28,5,5,0.38,0.38,1,1,0.08,0.08,1,1,0.08,0.08
SY,Television,SY|Television,41.00,40.00,1.00,0.00,1713.00,98%,42.83,0,0,0,0,5,0,167,0,4.18,0,0,0,0,0,50,0,1.25,0
TH,Television,TH|Television,41.00,41.00,5.00,4.00,223.00,100%,5.44,55.75,1.36,207,0.93,118,0.53,120,30,2.93,0.73,0,0,0,0,5,1.25,0.12,0.03
TR,Television,TR|Television,41.00,41.00,166.00,135.00,55391.00,100%,"1,351.00",410.3,10.01,"11,012",0.2,"1,820",0.03,"48,861",361.93,"1,191.73",8.83,580,4.3,14.15,0.1,"1,228",9.1,29.95,0.22
TV,Television,TV|Television,41.00,41.00,15.00,12.00,5655.00,100%,137.93,471.25,11.49,"1,650",0.29,297,0.05,"3,736",311.33,91.12,7.59,128,10.67,3.12,0.26,87,7.25,2.12,0.18
TW,Television,TW|Television,41.00,38.00,6.00,4.00,213.00,93%,5.61,53.25,1.4,17,0.08,32,0.15,170,42.5,4.47,1.12,0,0,0,0,64,16,1.68,0.42
TZ,Television,TZ|Television,41.00,40.00,3.00,3.00,244.00,98%,6.1,81.33,2.03,187,0.77,571,2.34,114,38,2.85,0.95,1,0.33,0.03,0.01,21,7,0.53,0.18
UA,Television,UA|Television,41.00,41.00,13.00,12.00,1615.00,100%,39.39,134.58,3.28,680,0.42,57,0.04,"1,268",105.67,30.93,2.58,18,1.5,0.44,0.04,73,6.08,1.78,0.15
UG,Television,UG|Television,41.00,41.00,5.00,5.00,9024.00,100%,220.1,"1,804.80",44.02,"2,308",0.26,547,0.06,"6,849","1,369.80",167.05,33.41,19,3.8,0.46,0.09,268,53.6,6.54,1.31
US,Television,US|Television,41.00,41.00,9088.00,7630.00,541054.00,100%,"13,196.44",70.91,1.73,"374,770",0.69,"275,914",0.51,"347,336",45.52,"8,471.61",1.11,"41,215",5.4,"1,005.24",0.13,"22,547",2.96,549.93,0.07
UY,Television,UY|Television,41.00,36.00,3.00,3.00,87.00,88%,2.42,29,0.81,32,0.37,13,0.15,76,25.33,2.11,0.7,6,2,0.17,0.06,4,1.33,0.11,0.04
VE,Television,VE|Television,41.00,41.00,37.00,27.00,22725.00,100%,554.27,841.67,20.53,"2,640",0.12,266,0.01,"16,377",606.56,399.44,14.79,33,1.22,0.8,0.03,335,12.41,8.17,0.3
VN,Television,VN|Television,41.00,1.00,1.00,1.00,1.00,2%,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
WS,Television,WS|Television,41.00,10.00,1.00,1.00,13.00,24%,1.3,13,1.3,41,3.15,87,6.69,38,38,3.8,3.8,0,0,0,0,1,1,0.1,0.1
ZA,Television,ZA|Television,41.00,41.00,93.00,73.00,14856.00,100%,362.34,203.51,4.96,"15,319",1.03,"4,613",0.31,"9,430",129.18,230,3.15,323,4.42,7.88,0.11,619,8.48,15.1,0.21
AR,Video Games,AR|Video Games,41.00,41.00,2.00,2.00,233.00,100%,5.68,116.5,2.84,89,0.38,6,0.03,151,75.5,3.68,1.84,11,5.5,0.27,0.13,5,2.5,0.12,0.06
AT,Video Games,AT|Video Games,41.00,41.00,4.00,4.00,381.00,100%,9.29,95.25,2.32,45,0.12,79,0.21,300,75,7.32,1.83,19,4.75,0.46,0.12,7,1.75,0.17,0.04
AU,Video Games,AU|Video Games,41.00,41.00,13.00,13.00,935.00,100%,22.8,71.92,1.75,683,0.73,279,0.3,927,71.31,22.61,1.74,130,10,3.17,0.24,44,3.38,1.07,0.08
BE,Video Games,BE|Video Games,41.00,37.00,2.00,2.00,145.00,90%,3.92,72.5,1.96,0,0,0,0,120,60,3.24,1.62,2,1,0.05,0.03,0,0,0,0
BR,Video Games,BR|Video Games,41.00,41.00,57.00,57.00,10962.00,100%,267.37,192.32,4.69,"3,134",0.29,"5,399",0.49,"3,059",53.67,74.61,1.31,"1,008",17.68,24.59,0.43,174,3.05,4.24,0.07
BS,Video Games,BS|Video Games,41.00,32.00,1.00,1.00,112.00,78%,3.5,112,3.5,43,0.38,37,0.33,99,99,3.09,3.09,8,8,0.25,0.25,5,5,0.16,0.16
BY,Video Games,BY|Video Games,41.00,39.00,1.00,1.00,158.00,95%,4.05,158,4.05,2,0.01,14,0.09,120,120,3.08,3.08,0,0,0,0,0,0,0,0
CA,Video Games,CA|Video Games,41.00,41.00,13.00,12.00,995.00,100%,24.27,82.92,2.02,482,0.48,"14,437",14.51,578,48.17,14.1,1.17,46,3.83,1.12,0.09,37,3.08,0.9,0.08
CZ,Video Games,CZ|Video Games,41.00,28.00,1.00,1.00,43.00,68%,1.54,43,1.54,0,0,6,0.14,47,47,1.68,1.68,0,0,0,0,2,2,0.07,0.07
DE,Video Games,DE|Video Games,41.00,41.00,50.00,47.00,2501.00,100%,61,53.21,1.3,"1,551",0.62,"1,993",0.8,"1,859",39.55,45.34,0.96,193,4.11,4.71,0.1,154,3.28,3.76,0.08
DK,Video Games,DK|Video Games,41.00,39.00,5.00,4.00,148.00,95%,3.79,37,0.95,51,0.34,96,0.65,61,15.25,1.56,0.39,19,4.75,0.49,0.12,9,2.25,0.23,0.06
EE,Video Games,EE|Video Games,41.00,13.00,1.00,1.00,19.00,32%,1.46,19,1.46,23,1.21,29,1.53,17,17,1.31,1.31,0,0,0,0,2,2,0.15,0.15
ES,Video Games,ES|Video Games,41.00,41.00,36.00,33.00,5411.00,100%,131.98,163.97,4,"2,815",0.52,"3,393",0.63,"5,180",156.97,126.34,3.83,985,29.85,24.02,0.73,211,6.39,5.15,0.16
FI,Video Games,FI|Video Games,41.00,41.00,3.00,3.00,257.00,100%,6.27,85.67,2.09,228,0.89,222,0.86,266,88.67,6.49,2.16,138,46,3.37,1.12,14,4.67,0.34,0.11
FR,Video Games,FR|Video Games,41.00,41.00,68.00,64.00,4324.00,100%,105.46,67.56,1.65,"2,712",0.63,"5,209",1.2,"4,438",69.34,108.24,1.69,518,8.09,12.63,0.2,300,4.69,7.32,0.11
GB,Video Games,GB|Video Games,41.00,41.00,95.00,84.00,9412.00,100%,229.56,112.05,2.73,"3,611",0.38,"15,282",1.62,"7,546",89.83,184.05,2.19,787,9.37,19.2,0.23,289,3.44,7.05,0.08
HK,Video Games,HK|Video Games,41.00,41.00,2.00,2.00,584.00,100%,14.24,292,7.12,5,0.01,58,0.1,108,54,2.63,1.32,1,0.5,0.02,0.01,0,0,0,0
IE,Video Games,IE|Video Games,41.00,38.00,3.00,3.00,81.00,93%,2.13,27,0.71,0,0,97,1.2,14,4.67,0.37,0.12,4,1.33,0.11,0.04,0,0,0,0
IL,Video Games,IL|Video Games,41.00,9.00,1.00,1.00,30.00,22%,3.33,30,3.33,0,0,0,0,6,6,0.67,0.67,0,0,0,0,0,0,0,0
IS,Video Games,IS|Video Games,41.00,31.00,2.00,2.00,74.00,76%,2.39,37,1.19,20,0.27,19,0.26,51,25.5,1.65,0.82,5,2.5,0.16,0.08,1,0.5,0.03,0.02
IT,Video Games,IT|Video Games,41.00,41.00,10.00,9.00,460.00,100%,11.22,51.11,1.25,86,0.19,40,0.09,424,47.11,10.34,1.15,35,3.89,0.85,0.09,22,2.44,0.54,0.06
JP,Video Games,JP|Video Games,41.00,41.00,31.00,28.00,7881.00,100%,192.22,281.46,6.86,"1,456",0.18,603,0.08,"8,271",295.39,201.73,7.2,20,0.71,0.49,0.02,67,2.39,1.63,0.06
KR,Video Games,KR|Video Games,41.00,41.00,9.00,7.00,317.00,100%,7.73,45.29,1.1,108,0.34,87,0.27,377,53.86,9.2,1.31,2,0.29,0.05,0.01,19,2.71,0.46,0.07
MX,Video Games,MX|Video Games,41.00,41.00,4.00,3.00,185.00,100%,4.51,61.67,1.5,67,0.36,631,3.41,159,53,3.88,1.29,107,35.67,2.61,0.87,16,5.33,0.39,0.13
NL,Video Games,NL|Video Games,41.00,41.00,8.00,8.00,477.00,100%,11.63,59.63,1.45,141,0.3,120,0.25,359,44.88,8.76,1.09,45,5.63,1.1,0.14,23,2.88,0.56,0.07
NO,Video Games,NO|Video Games,41.00,38.00,2.00,2.00,98.00,93%,2.58,49,1.29,34,0.35,230,2.35,50,25,1.32,0.66,1,0.5,0.03,0.01,9,4.5,0.24,0.12
NZ,Video Games,NZ|Video Games,41.00,30.00,1.00,1.00,62.00,73%,2.07,62,2.07,32,0.52,12,0.19,65,65,2.17,2.17,7,7,0.23,0.23,2,2,0.07,0.07
PL,Video Games,PL|Video Games,41.00,40.00,5.00,4.00,248.00,98%,6.2,62,1.55,10,0.04,166,0.67,118,29.5,2.95,0.74,5,1.25,0.13,0.03,2,0.5,0.05,0.01
PT,Video Games,PT|Video Games,41.00,41.00,2.00,2.00,407.00,100%,9.93,203.5,4.96,155,0.38,140,0.34,420,210,10.24,5.12,60,30,1.46,0.73,23,11.5,0.56,0.28
RO,Video Games,RO|Video Games,41.00,23.00,1.00,1.00,35.00,56%,1.52,35,1.52,9,0.26,0,0,22,22,0.96,0.96,4,4,0.17,0.17,4,4,0.17,0.17
RS,Video Games,RS|Video Games,41.00,35.00,2.00,2.00,89.00,85%,2.54,44.5,1.27,44,0.49,119,1.34,59,29.5,1.69,0.84,0,0,0,0,2,1,0.06,0.03
RU,Video Games,RU|Video Games,41.00,41.00,30.00,28.00,3786.00,100%,92.34,135.21,3.3,634,0.17,"1,400",0.37,"2,991",106.82,72.95,2.61,220,7.86,5.37,0.19,108,3.86,2.63,0.09
SA,Video Games,SA|Video Games,41.00,27.00,1.00,1.00,78.00,66%,2.89,78,2.89,14,0.18,74,0.95,90,90,3.33,3.33,11,11,0.41,0.41,3,3,0.11,0.11
SE,Video Games,SE|Video Games,41.00,41.00,14.00,12.00,394.00,100%,9.61,32.83,0.8,362,0.92,579,1.47,288,24,7.02,0.59,68,5.67,1.66,0.14,19,1.58,0.46,0.04
SK,Video Games,SK|Video Games,41.00,9.00,1.00,1.00,11.00,22%,1.22,11,1.22,4,0.36,12,1.09,7,7,0.78,0.78,0,0,0,0,2,2,0.22,0.22
TR,Video Games,TR|Video Games,41.00,7.00,1.00,1.00,7.00,17%,1,7,1,0,0,0,0,6,6,0.86,0.86,0,0,0,0,1,1,0.14,0.14
TV,Video Games,TV|Video Games,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UA,Video Games,UA|Video Games,41.00,40.00,1.00,0.00,229.00,98%,5.73,0,0,104,0.45,86,0.38,228,0,5.7,0,1,0,0.03,0,0,0,0,0
US,Video Games,US|Video Games,41.00,41.00,510.00,450.00,51565.00,100%,"1,257.68",114.59,2.79,"18,621",0.36,"201,424",3.91,"31,322",69.6,763.95,1.7,"4,199",9.33,102.41,0.23,"2,844",6.32,69.37,0.15
VN,Video Games,VN|Video Games,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
