Market,Vertical,concat,count_days,days_tweeted,total_vits,total_tweeting_vits,total_tweets,percent_days_tweeted,tweets_per_day,tweets_per_vit,tweets_per_day_per_vit,total_rts,rts_per_tweet,total_replies,replies_per_tweet,total_tweets_w_pics,pics_per_vit,pics_per_day,pics_per_vit_per_day,total_tweets_w_gifs,gifs_per_vit,gifs_per_day,gifs_per_vit_per_day,total_tweets_w_video,video_per_vit,video_per_day,video_per_vit_per_day
KR,"Movies, Books & Other Entertainment","KR|Movies, Books & Other Entertainment",41.00,41.00,30.00,20.00,1638.00,100%,39.95,81.9,2,"2,778",1.7,861,0.53,"3,262",163.1,79.56,3.98,162,8.1,3.95,0.2,341,17.05,8.32,0.42
KZ,"Movies, Books & Other Entertainment","KZ|Movies, Books & Other Entertainment",41.00,18.00,1.00,1.00,33.00,44%,1.83,33,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LB,"Movies, Books & Other Entertainment","LB|Movies, Books & Other Entertainment",41.00,41.00,4.00,4.00,819.00,100%,19.98,204.75,4.99,494,0.6,25,0.03,531,132.75,12.95,3.24,0,0,0,0,102,25.5,2.49,0.62
LU,"Movies, Books & Other Entertainment","LU|Movies, Books & Other Entertainment",41.00,40.00,1.00,0.00,151.00,98%,3.78,0,0,51,0.34,7,0.05,159,0,3.98,0,4,0,0.1,0,0,0,0,0
MX,"Movies, Books & Other Entertainment","MX|Movies, Books & Other Entertainment",41.00,41.00,40.00,36.00,26811.00,100%,653.93,744.75,18.16,"6,926",0.26,"11,341",0.42,"14,202",394.5,346.39,9.62,891,24.75,21.73,0.6,752,20.89,18.34,0.51
MY,"Movies, Books & Other Entertainment","MY|Movies, Books & Other Entertainment",41.00,41.00,6.00,6.00,2195.00,100%,53.54,365.83,8.92,736,0.34,218,0.1,"1,302",217,31.76,5.29,182,30.33,4.44,0.74,215,35.83,5.24,0.87
NG,"Movies, Books & Other Entertainment","NG|Movies, Books & Other Entertainment",41.00,41.00,13.00,13.00,13746.00,100%,335.27,"1,057.38",25.79,"6,759",0.49,"1,281",0.09,"2,087",160.54,50.9,3.92,59,4.54,1.44,0.11,155,11.92,3.78,0.29
NL,"Movies, Books & Other Entertainment","NL|Movies, Books & Other Entertainment",41.00,41.00,100.00,93.00,15386.00,100%,375.27,165.44,4.04,"4,770",0.31,"11,890",0.77,"8,032",86.37,195.9,2.11,658,7.08,16.05,0.17,521,5.6,12.71,0.14
NO,"Movies, Books & Other Entertainment","NO|Movies, Books & Other Entertainment",41.00,37.00,1.00,1.00,71.00,90%,1.92,71,1.92,5,0.07,4,0.06,18,18,0.49,0.49,23,23,0.62,0.62,9,9,0.24,0.24
NP,"Movies, Books & Other Entertainment","NP|Movies, Books & Other Entertainment",41.00,13.00,1.00,1.00,42.00,32%,3.23,42,3.23,82,1.95,4,0.1,14,14,1.08,1.08,0,0,0,0,3,3,0.23,0.23
NZ,"Movies, Books & Other Entertainment","NZ|Movies, Books & Other Entertainment",41.00,41.00,11.00,10.00,268.00,100%,6.54,26.8,0.65,135,0.5,273,1.02,211,21.1,5.15,0.51,4,0.4,0.1,0.01,10,1,0.24,0.02
OM,"Movies, Books & Other Entertainment","OM|Movies, Books & Other Entertainment",41.00,41.00,4.00,4.00,1152.00,100%,28.1,288,7.02,153,0.13,120,0.1,636,159,15.51,3.88,0,0,0,0,7,1.75,0.17,0.04
PA,"Movies, Books & Other Entertainment","PA|Movies, Books & Other Entertainment",41.00,41.00,6.00,5.00,6678.00,100%,162.88,"1,335.60",32.58,"1,380",0.21,100,0.01,"3,882",776.4,94.68,18.94,96,19.2,2.34,0.47,359,71.8,8.76,1.75
PH,"Movies, Books & Other Entertainment","PH|Movies, Books & Other Entertainment",41.00,41.00,4.00,4.00,1205.00,100%,29.39,301.25,7.35,"1,334",1.11,350,0.29,695,173.75,16.95,4.24,296,74,7.22,1.8,12,3,0.29,0.07
PL,"Movies, Books & Other Entertainment","PL|Movies, Books & Other Entertainment",41.00,31.00,1.00,1.00,149.00,76%,4.81,149,4.81,67,0.45,26,0.17,66,66,2.13,2.13,12,12,0.39,0.39,2,2,0.06,0.06
PT,"Movies, Books & Other Entertainment","PT|Movies, Books & Other Entertainment",41.00,41.00,2.00,2.00,1766.00,100%,43.07,883,21.54,0,0,0,0,"1,760",880,42.93,21.46,0,0,0,0,0,0,0,0
PY,"Movies, Books & Other Entertainment","PY|Movies, Books & Other Entertainment",41.00,40.00,1.00,0.00,231.00,98%,5.78,0,0,121,0.52,5,0.02,380,0,9.5,0,14,0,0.35,0,50,0,1.25,0
QA,"Movies, Books & Other Entertainment","QA|Movies, Books & Other Entertainment",41.00,41.00,7.00,7.00,867.00,100%,21.15,123.86,3.02,149,0.17,41,0.05,682,97.43,16.63,2.38,0,0,0,0,76,10.86,1.85,0.26
RO,"Movies, Books & Other Entertainment","RO|Movies, Books & Other Entertainment",41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RU,"Movies, Books & Other Entertainment","RU|Movies, Books & Other Entertainment",41.00,41.00,54.00,42.00,14029.00,100%,342.17,334.02,8.15,"2,287",0.16,"1,873",0.13,"4,035",96.07,98.41,2.34,121,2.88,2.95,0.07,122,2.9,2.98,0.07
SA,"Movies, Books & Other Entertainment","SA|Movies, Books & Other Entertainment",41.00,41.00,34.00,31.00,9904.00,100%,241.56,319.48,7.79,"4,789",0.48,"1,910",0.19,"6,308",203.48,153.85,4.96,247,7.97,6.02,0.19,503,16.23,12.27,0.4
SE,"Movies, Books & Other Entertainment","SE|Movies, Books & Other Entertainment",41.00,41.00,22.00,20.00,3400.00,100%,82.93,170,4.15,"1,059",0.31,552,0.16,"1,653",82.65,40.32,2.02,91,4.55,2.22,0.11,127,6.35,3.1,0.15
SG,"Movies, Books & Other Entertainment","SG|Movies, Books & Other Entertainment",41.00,41.00,13.00,12.00,1035.00,100%,25.24,86.25,2.1,577,0.56,321,0.31,663,55.25,16.17,1.35,44,3.67,1.07,0.09,39,3.25,0.95,0.08
SI,"Movies, Books & Other Entertainment","SI|Movies, Books & Other Entertainment",41.00,34.00,1.00,1.00,56.00,83%,1.65,56,1.65,3,0.05,2,0.04,19,19,0.56,0.56,1,1,0.03,0.03,5,5,0.15,0.15
TN,"Movies, Books & Other Entertainment","TN|Movies, Books & Other Entertainment",41.00,40.00,1.00,0.00,4493.00,98%,112.33,0,0,1,0,0,0,52,0,1.3,0,0,0,0,0,3,0,0.08,0
TR,"Movies, Books & Other Entertainment","TR|Movies, Books & Other Entertainment",41.00,41.00,26.00,24.00,6011.00,100%,146.61,250.46,6.11,"1,244",0.21,918,0.15,"5,109",212.88,124.61,5.19,25,1.04,0.61,0.03,185,7.71,4.51,0.19
TV,"Movies, Books & Other Entertainment","TV|Movies, Books & Other Entertainment",41.00,41.00,3.00,3.00,792.00,100%,19.32,264,6.44,17,0.02,207,0.26,105,35,2.56,0.85,2,0.67,0.05,0.02,1,0.33,0.02,0.01
TZ,"Movies, Books & Other Entertainment","TZ|Movies, Books & Other Entertainment",41.00,41.00,2.00,2.00,2300.00,100%,56.1,"1,150.00",28.05,113,0.05,19,0.01,"1,982",991,48.34,24.17,0,0,0,0,167,83.5,4.07,2.04
UA,"Movies, Books & Other Entertainment","UA|Movies, Books & Other Entertainment",41.00,1.00,1.00,1.00,1.00,2%,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
UG,"Movies, Books & Other Entertainment","UG|Movies, Books & Other Entertainment",41.00,41.00,3.00,3.00,831.00,100%,20.27,277,6.76,911,1.1,154,0.19,323,107.67,7.88,2.63,22,7.33,0.54,0.18,15,5,0.37,0.12
US,"Movies, Books & Other Entertainment","US|Movies, Books & Other Entertainment",41.00,41.00,2074.00,1917.00,335446.00,100%,"8,181.61",174.98,4.27,"141,420",0.42,"117,717",0.35,"161,033",84,"3,927.63",2.05,"14,014",7.31,341.8,0.18,"9,712",5.07,236.88,0.12
UY,"Movies, Books & Other Entertainment","UY|Movies, Books & Other Entertainment",41.00,41.00,2.00,2.00,911.00,100%,22.22,455.5,11.11,279,0.31,257,0.28,"1,336",668,32.59,16.29,9,4.5,0.22,0.11,21,10.5,0.51,0.26
VE,"Movies, Books & Other Entertainment","VE|Movies, Books & Other Entertainment",41.00,41.00,2.00,2.00,1656.00,100%,40.39,828,20.2,157,0.09,4,0,477,238.5,11.63,5.82,0,0,0,0,6,3,0.15,0.07
VN,"Movies, Books & Other Entertainment","VN|Movies, Books & Other Entertainment",41.00,4.00,1.00,1.00,4.00,10%,1,4,1,1,0.25,5,1.25,4,4,1,1,0,0,0,0,0,0,0,0
YT,"Movies, Books & Other Entertainment","YT|Movies, Books & Other Entertainment",41.00,7.00,1.00,1.00,20.00,17%,2.86,20,2.86,17,0.85,0,0,21,21,3,3,5,5,0.71,0.71,5,5,0.71,0.71
ZA,"Movies, Books & Other Entertainment","ZA|Movies, Books & Other Entertainment",41.00,41.00,30.00,30.00,22159.00,100%,540.46,738.63,18.02,"19,647",0.89,"1,972",0.09,"14,355",478.5,350.12,11.67,372,12.4,9.07,0.3,420,14,10.24,0.34
ZM,"Movies, Books & Other Entertainment","ZM|Movies, Books & Other Entertainment",41.00,30.00,1.00,1.00,56.00,73%,1.87,56,1.87,10,0.18,10,0.18,47,47,1.57,1.57,2,2,0.07,0.07,0,0,0,0
A2,Music,A2|Music,41.00,35.00,3.00,3.00,87.00,85%,2.49,29,0.83,2,0.02,2,0.02,6,2,0.17,0.06,0,0,0,0,0,0,0,0
AE,Music,AE|Music,41.00,41.00,52.00,51.00,2607.00,100%,63.59,51.12,1.25,"4,332",1.66,"1,185",0.45,"2,634",51.65,64.24,1.26,20,0.39,0.49,0.01,292,5.73,7.12,0.14
AL,Music,AL|Music,41.00,32.00,2.00,2.00,79.00,78%,2.47,39.5,1.23,0,0,0,0,1,0.5,0.03,0.02,0,0,0,0,0,0,0,0
AM,Music,AM|Music,41.00,2.00,1.00,1.00,2.00,5%,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AO,Music,AO|Music,41.00,1.00,1.00,1.00,1.00,2%,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
AR,Music,AR|Music,41.00,41.00,51.00,48.00,3683.00,100%,89.83,76.73,1.87,"3,835",1.04,"1,225",0.33,"3,614",75.29,88.15,1.84,156,3.25,3.8,0.08,395,8.23,9.63,0.2
AT,Music,AT|Music,41.00,41.00,18.00,15.00,284.00,100%,6.93,18.93,0.46,64,0.23,93,0.33,168,11.2,4.1,0.27,3,0.2,0.07,0,10,0.67,0.24,0.02
AU,Music,AU|Music,41.00,41.00,537.00,425.00,15513.00,100%,378.37,36.5,0.89,"10,961",0.71,"11,677",0.75,"9,526",22.41,232.34,0.55,556,1.31,13.56,0.03,827,1.95,20.17,0.05
BA,Music,BA|Music,41.00,32.00,3.00,2.00,53.00,78%,1.66,26.5,0.83,39,0.74,13,0.25,36,18,1.13,0.56,0,0,0,0,2,1,0.06,0.03
BB,Music,BB|Music,41.00,20.00,4.00,3.00,37.00,49%,1.85,12.33,0.62,69,1.86,23,0.62,21,7,1.05,0.35,0,0,0,0,2,0.67,0.1,0.03
BD,Music,BD|Music,41.00,28.00,2.00,2.00,69.00,68%,2.46,34.5,1.23,1,0.01,1,0.01,22,11,0.79,0.39,0,0,0,0,0,0,0,0
BE,Music,BE|Music,41.00,41.00,64.00,50.00,3323.00,100%,81.05,66.46,1.62,"1,558",0.47,"1,530",0.46,"2,035",40.7,49.63,0.99,106,2.12,2.59,0.05,137,2.74,3.34,0.07
BG,Music,BG|Music,41.00,27.00,2.00,2.00,214.00,66%,7.93,107,3.96,188,0.88,41,0.19,62,31,2.3,1.15,3,1.5,0.11,0.06,10,5,0.37,0.19
BH,Music,BH|Music,41.00,24.00,1.00,1.00,99.00,59%,4.13,99,4.13,8,0.08,2,0.02,22,22,0.92,0.92,0,0,0,0,12,12,0.5,0.5
BM,Music,BM|Music,41.00,4.00,1.00,1.00,4.00,10%,1,4,1,2,0.5,0,0,1,1,0.25,0.25,0,0,0,0,0,0,0,0
BN,Music,BN|Music,41.00,10.00,1.00,1.00,28.00,24%,2.8,28,2.8,63,2.25,1,0.04,12,12,1.2,1.2,0,0,0,0,0,0,0,0
BR,Music,BR|Music,41.00,41.00,499.00,420.00,37690.00,100%,919.27,89.74,2.19,"20,061",0.53,"9,285",0.25,"14,963",35.63,364.95,0.87,524,1.25,12.78,0.03,"1,546",3.68,37.71,0.09
BS,Music,BS|Music,41.00,37.00,1.00,1.00,135.00,90%,3.65,135,3.65,43,0.32,18,0.13,56,56,1.51,1.51,0,0,0,0,5,5,0.14,0.14
CA,Music,CA|Music,41.00,41.00,603.00,504.00,37398.00,100%,912.15,74.2,1.81,"20,012",0.54,"12,548",0.34,"20,198",40.08,492.63,0.98,"1,333",2.64,32.51,0.06,"1,198",2.38,29.22,0.06
CC,Music,CC|Music,41.00,8.00,3.00,1.00,9.00,20%,1.13,9,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD,Music,CD|Music,41.00,39.00,2.00,1.00,121.00,95%,3.1,121,3.1,2,0.02,0,0,1,1,0.03,0.03,0,0,0,0,0,0,0,0
CG,Music,CG|Music,41.00,0.00,1.00,0.00,0.00,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,Music,CH|Music,41.00,41.00,26.00,19.00,786.00,100%,19.17,41.37,1.01,329,0.42,129,0.16,519,27.32,12.66,0.67,12,0.63,0.29,0.02,44,2.32,1.07,0.06
CI,Music,CI|Music,41.00,21.00,1.00,1.00,24.00,51%,1.14,24,1.14,89,3.71,0,0,12,12,0.57,0.57,1,1,0.05,0.05,0,0,0,0
CL,Music,CL|Music,41.00,41.00,12.00,11.00,1464.00,100%,35.71,133.09,3.25,775,0.53,274,0.19,"1,041",94.64,25.39,2.31,73,6.64,1.78,0.16,102,9.27,2.49,0.23
CM,Music,CM|Music,41.00,40.00,1.00,0.00,219.00,98%,5.48,0,0,886,4.05,45,0.21,355,0,8.88,0,3,0,0.08,0,43,0,1.08,0
CN,Music,CN|Music,41.00,22.00,2.00,2.00,25.00,54%,1.14,12.5,0.57,0,0,0,0,56,28,2.55,1.27,0,0,0,0,2,1,0.09,0.05
CO,Music,CO|Music,41.00,41.00,66.00,66.00,6362.00,100%,155.17,96.39,2.35,"3,288",0.52,838,0.13,"3,613",54.74,88.12,1.34,992,15.03,24.2,0.37,595,9.02,14.51,0.22
CR,Music,CR|Music,41.00,16.00,2.00,2.00,29.00,39%,1.81,14.5,0.91,8,0.28,0,0,8,4,0.5,0.25,0,0,0,0,0,0,0,0
CU,Music,CU|Music,41.00,6.00,1.00,1.00,12.00,15%,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CV,Music,CV|Music,41.00,1.00,1.00,1.00,1.00,2%,1,1,1,1,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0
CX,Music,CX|Music,41.00,39.00,1.00,1.00,228.00,95%,5.85,228,5.85,119,0.52,234,1.03,216,216,5.54,5.54,0,0,0,0,11,11,0.28,0.28
CY,Music,CY|Music,41.00,8.00,3.00,1.00,10.00,20%,1.25,10,1.25,1,0.1,0,0,1,1,0.13,0.13,0,0,0,0,0,0,0,0
CZ,Music,CZ|Music,41.00,41.00,4.00,4.00,150.00,100%,3.66,37.5,0.91,18,0.12,19,0.13,14,3.5,0.34,0.09,1,0.25,0.02,0.01,24,6,0.59,0.15
DE,Music,DE|Music,41.00,41.00,446.00,376.00,14836.00,100%,361.85,39.46,0.96,"10,330",0.7,"8,514",0.57,"9,790",26.04,238.78,0.64,269,0.72,6.56,0.02,701,1.86,17.1,0.05
DK,Music,DK|Music,41.00,41.00,38.00,28.00,628.00,100%,15.32,22.43,0.55,314,0.5,410,0.65,271,9.68,6.61,0.24,16,0.57,0.39,0.01,55,1.96,1.34,0.05
DO,Music,DO|Music,41.00,41.00,15.00,12.00,570.00,100%,13.9,47.5,1.16,525,0.92,19,0.03,183,15.25,4.46,0.37,12,1,0.29,0.02,29,2.42,0.71,0.06
EC,Music,EC|Music,41.00,35.00,1.00,1.00,140.00,85%,4,140,4,87,0.62,0,0,102,102,2.91,2.91,27,27,0.77,0.77,14,14,0.4,0.4
EE,Music,EE|Music,41.00,25.00,3.00,3.00,47.00,61%,1.88,15.67,0.63,5,0.11,5,0.11,5,1.67,0.2,0.07,0,0,0,0,0,0,0,0
EG,Music,EG|Music,41.00,41.00,31.00,29.00,988.00,100%,24.1,34.07,0.83,"2,421",2.45,548,0.55,794,27.38,19.37,0.67,10,0.34,0.24,0.01,83,2.86,2.02,0.07
ES,Music,ES|Music,41.00,41.00,303.00,280.00,17059.00,100%,416.07,60.93,1.49,"25,461",1.49,"8,759",0.51,"20,245",72.3,493.78,1.76,652,2.33,15.9,0.06,"1,689",6.03,41.2,0.15
EU,Music,EU|Music,41.00,40.00,4.00,4.00,198.00,98%,4.95,49.5,1.24,147,0.74,52,0.26,96,24,2.4,0.6,8,2,0.2,0.05,19,4.75,0.48,0.12
FI,Music,FI|Music,41.00,41.00,30.00,20.00,675.00,100%,16.46,33.75,0.82,274,0.41,343,0.51,348,17.4,8.49,0.42,6,0.3,0.15,0.01,25,1.25,0.61,0.03
FM,Music,FM|Music,41.00,34.00,1.00,1.00,139.00,83%,4.09,139,4.09,36,0.26,"1,294",9.31,20,20,0.59,0.59,1,1,0.03,0.03,3,3,0.09,0.09
FO,Music,FO|Music,41.00,9.00,2.00,2.00,10.00,22%,1.11,5,0.56,7,0.7,4,0.4,6,3,0.67,0.33,0,0,0,0,0,0,0,0
FR,Music,FR|Music,41.00,41.00,527.00,449.00,20356.00,100%,496.49,45.34,1.11,"41,280",2.03,"7,003",0.34,"19,412",43.23,473.46,1.05,"1,024",2.28,24.98,0.06,"2,404",5.35,58.63,0.13
GB,Music,GB|Music,41.00,41.00,3149.00,2702.00,156463.00,100%,"3,816.17",57.91,1.41,"153,872",0.98,"99,764",0.64,"97,474",36.07,"2,377.41",0.88,"4,019",1.49,98.02,0.04,"11,911",4.41,290.51,0.11
GE,Music,GE|Music,41.00,17.00,1.00,1.00,23.00,41%,1.35,23,1.35,45,1.96,3,0.13,30,30,1.76,1.76,0,0,0,0,3,3,0.18,0.18
GG,Music,GG|Music,41.00,22.00,1.00,1.00,62.00,54%,2.82,62,2.82,19,0.31,22,0.35,16,16,0.73,0.73,3,3,0.14,0.14,2,2,0.09,0.09
GH,Music,GH|Music,41.00,41.00,16.00,16.00,1150.00,100%,28.05,71.88,1.75,"5,466",4.75,138,0.12,"1,545",96.56,37.68,2.36,17,1.06,0.41,0.03,178,11.13,4.34,0.27
GP,Music,GP|Music,41.00,35.00,1.00,1.00,48.00,85%,1.37,48,1.37,17,0.35,2,0.04,6,6,0.17,0.17,0,0,0,0,3,3,0.09,0.09
GR,Music,GR|Music,41.00,41.00,16.00,15.00,612.00,100%,14.93,40.8,1,665,1.09,109,0.18,467,31.13,11.39,0.76,3,0.2,0.07,0,36,2.4,0.88,0.06
GT,Music,GT|Music,41.00,41.00,4.00,4.00,231.00,100%,5.63,57.75,1.41,223,0.97,6,0.03,244,61,5.95,1.49,3,0.75,0.07,0.02,25,6.25,0.61,0.15
GU,Music,GU|Music,41.00,35.00,3.00,3.00,148.00,85%,4.23,49.33,1.41,11,0.07,2,0.01,68,22.67,1.94,0.65,0,0,0,0,4,1.33,0.11,0.04
GY,Music,GY|Music,41.00,3.00,1.00,1.00,3.00,7%,1,3,1,28,9.33,1,0.33,2,2,0.67,0.67,0,0,0,0,2,2,0.67,0.67
HK,Music,HK|Music,41.00,41.00,5.00,2.00,221.00,100%,5.39,110.5,2.7,0,0,1,0,1,0.5,0.02,0.01,0,0,0,0,0,0,0,0
HN,Music,HN|Music,41.00,14.00,1.00,1.00,20.00,34%,1.43,20,1.43,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,Music,HR|Music,41.00,33.00,5.00,3.00,98.00,80%,2.97,32.67,0.99,52,0.53,56,0.57,43,14.33,1.3,0.43,1,0.33,0.03,0.01,5,1.67,0.15,0.05
HU,Music,HU|Music,41.00,41.00,8.00,5.00,175.00,100%,4.27,35,0.85,55,0.31,8,0.05,79,15.8,1.93,0.39,0,0,0,0,5,1,0.12,0.02
ID,Music,ID|Music,41.00,41.00,104.00,102.00,11382.00,100%,277.61,111.59,2.72,"5,356",0.47,"1,387",0.12,"7,726",75.75,188.44,1.85,90,0.88,2.2,0.02,908,8.9,22.15,0.22
IE,Music,IE|Music,41.00,41.00,93.00,81.00,4029.00,100%,98.27,49.74,1.21,"2,576",0.64,"2,247",0.56,"2,695",33.27,65.73,0.81,107,1.32,2.61,0.03,218,2.69,5.32,0.07
IL,Music,IL|Music,41.00,41.00,10.00,7.00,370.00,100%,9.02,52.86,1.29,96,0.26,145,0.39,82,11.71,2,0.29,1,0.14,0.02,0,9,1.29,0.22,0.03
IN,Music,IN|Music,41.00,41.00,81.00,78.00,4650.00,100%,113.41,59.62,1.45,"7,569",1.63,"1,418",0.3,"4,924",63.13,120.1,1.54,227,2.91,5.54,0.07,538,6.9,13.12,0.17
IQ,Music,IQ|Music,41.00,8.00,1.00,1.00,11.00,20%,1.38,11,1.38,1,0.09,0,0,4,4,0.5,0.5,0,0,0,0,1,1,0.13,0.13
IR,Music,IR|Music,41.00,12.00,3.00,1.00,20.00,29%,1.67,20,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IS,Music,IS|Music,41.00,39.00,13.00,9.00,222.00,95%,5.69,24.67,0.63,81,0.36,118,0.53,115,12.78,2.95,0.33,2,0.22,0.05,0.01,22,2.44,0.56,0.06
IT,Music,IT|Music,41.00,41.00,218.00,195.00,9666.00,100%,235.76,49.57,1.21,"9,366",0.97,"1,266",0.13,"7,830",40.15,190.98,0.98,348,1.78,8.49,0.04,886,4.54,21.61,0.11
JM,Music,JM|Music,41.00,41.00,13.00,13.00,950.00,100%,23.17,73.08,1.78,"2,252",2.37,154,0.16,364,28,8.88,0.68,7,0.54,0.17,0.01,67,5.15,1.63,0.13
JO,Music,JO|Music,41.00,38.00,5.00,4.00,134.00,93%,3.53,33.5,0.88,86,0.64,92,0.69,94,23.5,2.47,0.62,2,0.5,0.05,0.01,7,1.75,0.18,0.05
JP,Music,JP|Music,41.00,41.00,2330.00,2116.00,176686.00,100%,"4,309.41",83.5,2.04,"106,176",0.6,"79,251",0.45,"156,225",73.83,"3,810.37",1.8,621,0.29,15.15,0.01,"7,955",3.76,194.02,0.09
KE,Music,KE|Music,41.00,41.00,17.00,15.00,1198.00,100%,29.22,79.87,1.95,"2,191",1.83,225,0.19,"1,263",84.2,30.8,2.05,39,2.6,0.95,0.06,54,3.6,1.32,0.09
KR,Music,KR|Music,41.00,41.00,365.00,262.00,8947.00,100%,218.22,34.15,0.83,"2,433",0.27,"3,779",0.42,"4,480",17.1,109.27,0.42,75,0.29,1.83,0.01,299,1.14,7.29,0.03
KW,Music,KW|Music,41.00,41.00,3.00,3.00,226.00,100%,5.51,75.33,1.84,488,2.16,205,0.91,348,116,8.49,2.83,1,0.33,0.02,0.01,49,16.33,1.2,0.4
LA,Music,LA|Music,41.00,24.00,1.00,1.00,29.00,59%,1.21,29,1.21,13,0.45,2,0.07,25,25,1.04,1.04,1,1,0.04,0.04,4,4,0.17,0.17
LB,Music,LB|Music,41.00,41.00,33.00,33.00,1374.00,100%,33.51,41.64,1.02,"3,868",2.82,267,0.19,"2,511",76.09,61.24,1.86,15,0.45,0.37,0.01,253,7.67,6.17,0.19
LK,Music,LK|Music,41.00,21.00,1.00,1.00,39.00,51%,1.86,39,1.86,13,0.33,0,0,22,22,1.05,1.05,0,0,0,0,5,5,0.24,0.24
LT,Music,LT|Music,41.00,5.00,1.00,1.00,5.00,12%,1,5,1,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU,Music,LU|Music,41.00,41.00,4.00,4.00,142.00,100%,3.46,35.5,0.87,38,0.27,14,0.1,21,5.25,0.51,0.13,3,0.75,0.07,0.02,1,0.25,0.02,0.01
LV,Music,LV|Music,41.00,40.00,5.00,5.00,342.00,98%,8.55,68.4,1.71,44,0.13,275,0.8,65,13,1.63,0.33,1,0.2,0.03,0.01,4,0.8,0.1,0.02
MA,Music,MA|Music,41.00,22.00,5.00,4.00,53.00,54%,2.41,13.25,0.6,74,1.4,10,0.19,41,10.25,1.86,0.47,0,0,0,0,2,0.5,0.09,0.02
MC,Music,MC|Music,41.00,1.00,1.00,1.00,1.00,2%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,Music,MD|Music,41.00,4.00,2.00,2.00,8.00,10%,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MX,Music,MX|Music,41.00,41.00,278.00,259.00,23157.00,100%,564.8,89.41,2.18,"17,191",0.74,"4,431",0.19,"19,018",73.43,463.85,1.79,816,3.15,19.9,0.08,"1,999",7.72,48.76,0.19
MY,Music,MY|Music,41.00,41.00,6.00,5.00,304.00,100%,7.41,60.8,1.48,2,0.01,1,0,7,1.4,0.17,0.03,0,0,0,0,2,0.4,0.05,0.01
MZ,Music,MZ|Music,41.00,41.00,3.00,2.00,230.00,100%,5.61,115,2.8,108,0.47,57,0.25,149,74.5,3.63,1.82,1,0.5,0.02,0.01,13,6.5,0.32,0.16
NG,Music,NG|Music,41.00,41.00,59.00,57.00,9680.00,100%,236.1,169.82,4.14,"17,251",1.78,919,0.09,"3,936",69.05,96,1.68,54,0.95,1.32,0.02,413,7.25,10.07,0.18
NL,Music,NL|Music,41.00,41.00,265.00,243.00,11768.00,100%,287.02,48.43,1.18,"10,704",0.91,"6,699",0.57,"7,554",31.09,184.24,0.76,238,0.98,5.8,0.02,873,3.59,21.29,0.09
NO,Music,NO|Music,41.00,41.00,65.00,51.00,1479.00,100%,36.07,29,0.71,757,0.51,600,0.41,732,14.35,17.85,0.35,22,0.43,0.54,0.01,77,1.51,1.88,0.04
NU,Music,NU|Music,41.00,41.00,2.00,2.00,411.00,100%,10.02,205.5,5.01,370,0.9,61,0.15,176,88,4.29,2.15,4,2,0.1,0.05,41,20.5,1,0.5
NZ,Music,NZ|Music,41.00,41.00,48.00,38.00,1735.00,100%,42.32,45.66,1.11,873,0.5,"1,572",0.91,"1,078",28.37,26.29,0.69,152,4,3.71,0.1,74,1.95,1.8,0.05
OM,Music,OM|Music,41.00,11.00,1.00,1.00,15.00,27%,1.36,15,1.36,2,0.13,0,0,2,2,0.18,0.18,0,0,0,0,0,0,0,0
PA,Music,PA|Music,41.00,41.00,5.00,4.00,312.00,100%,7.61,78,1.9,203,0.65,3,0.01,168,42,4.1,1.02,16,4,0.39,0.1,55,13.75,1.34,0.34
PE,Music,PE|Music,41.00,41.00,11.00,10.00,457.00,100%,11.15,45.7,1.11,498,1.09,86,0.19,372,37.2,9.07,0.91,48,4.8,1.17,0.12,52,5.2,1.27,0.13
PH,Music,PH|Music,41.00,41.00,14.00,13.00,1760.00,100%,42.93,135.38,3.3,955,0.54,"1,009",0.57,571,43.92,13.93,1.07,5,0.38,0.12,0.01,16,1.23,0.39,0.03
PK,Music,PK|Music,41.00,1.00,1.00,1.00,1.00,2%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL,Music,PL|Music,41.00,41.00,12.00,8.00,765.00,100%,18.66,95.63,2.33,384,0.5,436,0.57,377,47.13,9.2,1.15,9,1.13,0.22,0.03,40,5,0.98,0.12
